,Product,rentabilite,regions,Prix,Lien
1203,                                 Immeuble plein coeur de ville Guerande                             ," 5,90 ",                             Guérande (Pays de la loire) ,327.500,https://www.labonnepierre.com/fr/immeuble/ndf/122975-immeuble-plein-coeur-de-ville-guerande.html
1204,"                                 ANNONAY centre, Quartier Notre-Dame,                             "," 5,90 ",                             annonay (Rhone-alpes) ,118.000,https://www.labonnepierre.com/fr/immeuble/nord-ouest/114543-annonay-centre-quartier-notre-dame.html
1205,                                 T2 entièrement  rénové                             ," 5,90 ",                             la valette du var (Provence-alpes-cote d'azur) ,118.000,https://www.labonnepierre.com/fr/appartement/nord-ouest/109543-t2-entierement-renove.html
1206,"                                 MONTPELLIER-HOPITAUX-FACULTE,                             "," 5,90 ",                             MONTPELLIER (Languedoc-roussillon) ,116.000,https://www.labonnepierre.com/fr/appartement/nord-ouest/118102-montpellier-hopitaux-faculte.html
1207,                                 Beau T2                             ," 5,90 ",                             le gosier (Guadeloupe) ,152.650,https://www.labonnepierre.com/fr/appartement/nord-ouest/117991-beau-t2.html
1208,                                 Agréable appartement                             ," 5,89 ",                             Pointe-à-Pitre (Guadeloupe) ,163.000,https://www.labonnepierre.com/fr/appartement/nord-ouest/121440-agreable-appartement.html
1209,"                                 T3 dans petite résidence avec piscine,                             "," 5,89 ",                             muret (Midi-pyrenees) ,118.000,https://www.labonnepierre.com/fr/appartement/nord-ouest/104065-t3-dans-petite-residence-avec-piscine.html
1210,                                 Investissement LMNP en résidence de touri...                             ," 5,89 ",                             Borgo (Corse) ,89.677,https://www.labonnepierre.com/fr/r%C3%A9sidence-tourisme/nord-ouest/103439-investissement-lmnp-en-residence-de-tourisme.html
1211,                                 MORTEAU CENTRE immeuble avec bon rapport...                             ," 5,88 ",                             Morteau (Franche-comte) ,365.000,https://www.labonnepierre.com/fr/immeuble/nord-ouest/113472-morteau-centre-immeuble-avec-bon-rapport-locatif.html
1212,                                 Immeuble avec bon rapport locatif                             ," 5,88 ",                             Morteau (Franche-comte) ,365.000,https://www.labonnepierre.com/fr/immeuble/nord-ouest/116149-immeuble-avec-bon-rapport-locatif.html
1213,"                                 Dans résidence de 2013, beau T2                             "," 5,88 ",                             amiens (Picardie) ,120.750,https://www.labonnepierre.com/fr/appartement/nord-ouest/122697-dans-residence-de-2013-beau-t2.html
1214,                                 Maison de plein pied en centre                             ," 5,88 ",                             Goudelin (Bretagne) ,112.210,https://www.labonnepierre.com/fr/maison/nord-ouest/102486-maison-de-plein-pied-en-centre.html
1215,                                 T5 Commerces au pied de l'immeuble                             ," 5,88 ",                             Bron (Rhone-alpes) ,165.000,https://www.labonnepierre.com/fr/appartement/nord-ouest/98713-t5-commerces-au-pied-de-l-immeuble.html
1216,                                 Maison traditionnelle de plain pied                             ," 5,87 ",                             Villers-Cotterêts (Picardie) ,134.000,https://www.labonnepierre.com/fr/maison/nord-ouest/89972-maison-traditionnelle-de-plain-pied.html
1217,                                 Immeuble rénové 163 m²                             ," 5,86 ",                             Guérande (Pays de la loire) ,329.437,https://www.labonnepierre.com/fr/immeuble/ndf/122943-immeuble-renove-163-m.html
1218,                                 Petit immeuble en centre ville                             ," 5,86 ",                             st christol (Languedoc-roussillon) ,273.000,https://www.labonnepierre.com/fr/immeuble/nord-ouest/103991-petit-immeuble-en-centre-ville.html
1219,"                                 Proche de l'église Saint Paul,                             "," 5,85 ",                             Nîmes (Languedoc-roussillon) ,59.500,https://www.labonnepierre.com/fr/appartement/nord-ouest/115977-proche-de-l-eglise-saint-paul.html
1220,                                 IDEAL INVESTISSEUR - 6o - Lodi                             ," 5,85 ",                             Marseille 6eme arrondissement (Provence-alpes-cote d'azur) ,102.600,https://www.labonnepierre.com/fr/appartement/nord-ouest/120997-ideal-investisseur-6o-lodi.html
1221,                                 3 pièces + 1 box vendus loués meublés                             ," 5,85 ",                             NICE (Provence-alpes-cote d'azur) ,210.000,https://www.labonnepierre.com/fr/appartement/ndf/86882-3-pieces-1-box-vendus-loues-meubles.html
1222,                                 Maison de plain pied + local artisanal                             ," 5,84 ",                             Louverné (Pays de la loire) ,308.000,https://www.labonnepierre.com/fr/maison/nord-ouest/107944-maison-de-plain-pied-local-artisanal.html
1223,                                 Studio Tassin 17M²                             ," 5,84 ",                             Tassin la demi lune (Rhone-alpes) ,75.000,https://www.labonnepierre.com/fr/appartement/ndf/74025-studio-tassin-17m.html
1224,                                 Très beau T1 proche de l'école d'informat...                             ," 5,84 ",                             Strasbourg (Alsace) ,75.000,https://www.labonnepierre.com/fr/appartement/nord-ouest/77439-tres-beau-t1-proche-de-l-ecole-d-informatique.html
1225,                                 COUP DE COEUR ! IDEAL INVESTISSEUR T2                             ," 5,83 ",                             survilliers (Ile-de-france) ,129.000,https://www.labonnepierre.com/fr/appartement/nord-ouest/113161-coup-de-coeur-ideal-investisseur-t2.html
1226,                                 Appartement T3 - Locataire sérieux                             ," 5,83 ",                             MONT SAINT AIGNAN (Haute-normandie) ,142.000,https://www.labonnepierre.com/fr/appartement/ndf/84894-appartement-t3-locataire-serieux.html
1227,"                                 Hyper centre, Apt T3, proche Lycée et com...                             "," 5,83 ",                             LE HAVRE (Haute-normandie) ,112.000,https://www.labonnepierre.com/fr/appartement/ndf/72254-hyper-centre-apt-t3-proche-lycee-et-commerces.html
1228,                                 Maison 3 pièces-4/5 personnes avec terrasse...                             ," 5,83 ",                             Saint-Laurent-de-la-Cabrerisse (Languedoc-roussillon) ,66.092,https://www.labonnepierre.com/fr/r%C3%A9sidence-tourisme/nord-ouest/112051-maison-3-pieces-4-5-personnes-avec-terrasse-et-jardin.html
1229,                                 Immeuble BORDEAUX METROPOLE                             ," 5,82 ",                             saint loubes (Aquitaine) ,525.000,https://www.labonnepierre.com/fr/immeuble/ndf/102242-immeuble-bordeaux-metropole.html
1230,                                 Très beau plateau de bureaux neufs                             ," 5,82 ",                             LE HAVRE (Haute-normandie) ,495.000,https://www.labonnepierre.com/fr/bureau/ndf/83219-tres-beau-plateau-de-bureaux-neufs.html
1231,                                 Bureaux neufs                             ," 5,82 ",                             LE HAVRE (Haute-normandie) ,495.000,https://www.labonnepierre.com/fr/bureau/ndf/83220-bureaux-neufs.html
1232,                                 T3 1 er étage                             ," 5,82 ",                             LIBOURNE (Aquitaine) ,132.000,https://www.labonnepierre.com/fr/appartement/nord-ouest/79801-t3-1-er-etage.html
1233,                                 Apt T3 chaleureux et convivial                             ," 5,82 ",                             lingolsheim (Alsace) ,163.000,https://www.labonnepierre.com/fr/appartement/nord-ouest/92999-apt-t3-chaleureux-et-convivial.html
1234,                                 TYPE T2 BATIMENT 1 ETAGE 1ER RESIDENCE                             ," 5,82 ",                             COLOMIERS (Midi-pyrenees) ,92.650,https://www.labonnepierre.com/fr/appartement/ndf/98512-type-t2-batiment-1-etage-1er-residence.html
1235,"                                 MONTPELLIER BEAUX ARTS, Studio                             "," 5,81 ",                             MONTPELLIER (Languedoc-roussillon) ,95.000,https://www.labonnepierre.com/fr/appartement/nord-ouest/122661-montpellier-beaux-arts-studio.html
1236,"                                 MONTPELLIER BEAUX ARTS, Studio                             "," 5,81 ",                             MONTPELLIER (Languedoc-roussillon) ,95.000,https://www.labonnepierre.com/fr/appartement/nord-ouest/121807-montpellier-beaux-arts-studio.html
1237,                                 SOUS OFFRE ** magnifique T2 meublé de 54...                             ," 5,81 ",                             Marseille 2eme arrondissement (Provence-alpes-cote d'azur) ,155.000,https://www.labonnepierre.com/fr/appartement/nord-ouest/123325-sous-offre-magnifique-t2-meuble-de-54-m2.html
1238,                                 Investissement LMNP dans un bien meublé en...                             ," 5,81 ",                             Antibes (Provence-alpes-cote d'azur) ,92.600,https://www.labonnepierre.com/fr/r%C3%A9sidence-service/nord-ouest/108493-investissement-lmnp-dans-un-bien-meuble-en-residence-affaires.html
1239,                                 STUDIO exclusivité                             ," 5,80 ",                             Caen (Basse-normandie) ,74.500,https://www.labonnepierre.com/fr/appartement/nord-ouest/121453-studio-exclusivite.html
1240,                                 Belle maison entierement renovée                             ," 5,79 ",                             Bains les Bains (Lorraine) ,103.000,https://www.labonnepierre.com/fr/maison/nord-ouest/101147-belle-maison-entierement-renovee.html
1241,                                 T3 Dans quartier recherché de Cesson                             ," 5,79 ",                             Cesson (Ile-de-france) ,197.000,https://www.labonnepierre.com/fr/appartement/nord-ouest/83863-t3-dans-quartier-recherche-de-cesson.html
1242,                                 Appartement au rez de chaussée r                             ," 5,79 ",                             pessac (Aquitaine) ,118.200,https://www.labonnepierre.com/fr/appartement/nord-ouest/122016-appartement-au-rez-de-chaussee-r.html
1243,"                                 T2 au rez de chaussée, vendu loué                             "," 5,77 ",                             gardanne (Provence-alpes-cote d'azur) ,130.990,https://www.labonnepierre.com/fr/appartement/nord-ouest/78514-t2-au-rez-de-chaussee-vendu-loue.html
1244,"                                 A 500m de la Porte de la Vilette,                             "," 5,77 ",                             aubervilliers (Ile-de-france) ,187.200,https://www.labonnepierre.com/fr/appartement/nord-ouest/118330-a-500m-de-la-porte-de-la-vilette.html
1245,                                 Immeuble sur Nice                             ," 5,77 ",                             NICE (Provence-alpes-cote d'azur) ,1.406.000,https://www.labonnepierre.com/fr/immeuble/ndf/114514-immeuble-sur-nice.html
1246,                                 Bel appartement de type 2                             ," 5,76 ",                             baie mahault (Guadeloupe) ,125.000,https://www.labonnepierre.com/fr/appartement/nord-ouest/117974-bel-appartement-de-type-2.html
1247,                                 Résidence Center Parcs                             ," 5,75 ",                             Chamouille (Picardie) ,124.539,https://www.labonnepierre.com/fr/appartement/nord-ouest/117643-residence-center-parcs.html
1248,                                 Maison en briques composée de 2 appartements...                             ," 5,75 ",                             Friville-Escarbotin (Picardie) ,83.500,https://www.labonnepierre.com/fr/maison/nord-ouest/82453-maison-en-briques-composee-de-2-appartements-t2-un-loue.html
1249,                                 Résidence spécialisée prise en charge personnes...                             ," 5,75 ",                             Fouras (Poitou-charentes) ,99.189,https://www.labonnepierre.com/fr/r%C3%A9sidence-s%C3%A9nior/nord-ouest/100474-residence-specialisee-prise-en-charge-personnes-agees.html
1250,                                 T2 situé dans une petite copropriété                             ," 5,74 ",                             Morlaix (Bretagne) ,70.000,https://www.labonnepierre.com/fr/appartement/nord-ouest/121832-t2-situe-dans-une-petite-copropriete.html
1251,"                                 A quelques minutes du métro Montplaisir,                             "," 5,74 ",                             Lyon 3eme Arrondissement (Rhone-alpes) ,345.000,https://www.labonnepierre.com/fr/appartement/nord-ouest/120288-a-quelques-minutes-du-metro-montplaisir.html
1252,                                 T2 de 60 m2 situé au 2ème étage                             ," 5,74 ",                             tournon sur rhone (Rhone-alpes) ,115.000,https://www.labonnepierre.com/fr/appartement/nord-ouest/118203-t2-de-60-m2-situe-au-2eme-etage.html
1253,                                 studio meublé et équipé en résidence serv...                             ," 5,73 ",                             Illkirch-Graffenstaden (Alsace) ,60.721,https://www.labonnepierre.com/fr/r%C3%A9sidence-service/nord-ouest/122303-studio-meuble-et-equipe-en-residence-service.html
1254,                                 2 pièces meublé et équipé en résidence se...                             ," 5,73 ",                             Illkirch-Graffenstaden (Alsace) ,119.596,https://www.labonnepierre.com/fr/r%C3%A9sidence-service/nord-ouest/122301-2-pieces-meuble-et-equipe-en-residence-service.html
1255,                                 T3 HARFLEUR Centre                             ," 5,73 ",                             HARFLEUR (Haute-normandie) ,132.000,https://www.labonnepierre.com/fr/appartement/ndf/94099-t3-harfleur-centre.html
1256,                                 APPARTEMENT T2 LOUÉ                             ," 5,72 ",                             SAULTIN (Nord-pas-de-calais) ,86.000,https://www.labonnepierre.com/fr/appartement/ndf/115976-appartement-t2-loue.html
1257,                                 Immeuble de rapport 2 appartement T4                             ," 5,71 ",                             GREOUX LES BAINS (Provence-alpes-cote d'azur) ,399.000,https://www.labonnepierre.com/fr/immeuble/ndf/117884-immeuble-de-rapport-2-appartement-t4.html
1258,"                                 Appartement vendu meublé, équipé et loué                             "," 5,71 ",                             Nice (Provence-alpes-cote d'azur) ,189.000,https://www.labonnepierre.com/fr/appartement/nord-ouest/85160-appartement-vendu-meuble-equipe-et-loue.html
1259,                                 Maison de ville                             ," 5,71 ",                             clermont ferrand (Auvergne) ,147.000,https://www.labonnepierre.com/fr/maison/nord-ouest/118281-maison-de-ville.html
1260,                                 Peyrou - P2 traversant                             ," 5,71 ",                             Montpellier (Languedoc-roussillon) ,105.000,https://www.labonnepierre.com/fr/appartement/nord-ouest/101795-peyrou-p2-traversant.html
1261,                                 A 200 mètres de la Station TRAM Jean Jaurès....                             ," 5,71 ",                             Strasbourg (Alsace) ,77.700,https://www.labonnepierre.com/fr/appartement/nord-ouest/81791-a-200-metres-de-la-station-tram-jean-jaures-studio.html
1262,                                 Investissement LMNP en résidence tourime                             ," 5,71 ",                             Hourtin (Aquitaine) ,69.100,https://www.labonnepierre.com/fr/r%C3%A9sidence-tourisme/nord-ouest/80818-investissement-lmnp-en-residence-tourime.html
1263,                                 Appartement T3 en plein coeur du Panier                             ," 5,71 ",                             Marseille 2eme arrondissement (Provence-alpes-cote d'azur) ,104.000,https://www.labonnepierre.com/fr/appartement/nord-ouest/103992-appartement-t3-en-plein-coeur-du-panier.html
1264,                                 STUDIO                             ," 5,71 ",                             CAEN (Basse-normandie) ,62.000,https://www.labonnepierre.com/fr/appartement/nord-ouest/109371-studio.html
1265,"                                 Sur la commune de PETIT-BOURG, T3                             "," 5,71 ",                             petit bourg (Guadeloupe) ,173.000,https://www.labonnepierre.com/fr/appartement/nord-ouest/117985-sur-la-commune-de-petit-bourg-t3.html
1266,                                 Investissement locatif sur Nice                             ," 5,70 ",                             NICE (Provence-alpes-cote d'azur) ,134.000,https://www.labonnepierre.com/fr/studio/ndf/114790-investissement-locatif-sur-nice.html
1267,"                                 Sur la commune de Lespignan,                             "," 5,70 ",                             lespignan (Languedoc-roussillon) ,120.000,https://www.labonnepierre.com/fr/appartement/nord-ouest/118151-sur-la-commune-de-lespignan.html
1268,                                 Investissement LMNP en résidence EHPAD                             ," 5,70 ",                             Saint-Gatien-des-Bois (Basse-normandie) ,203.000,https://www.labonnepierre.com/fr/r%C3%A9sidence-s%C3%A9nior/nord-ouest/80293-investissement-lmnp-en-residence-ehpad.html
1269,                                 APPARTEMENT DE TYPE 3                             ," 5,70 ",                             Amiens (Picardie) ,138.000,https://www.labonnepierre.com/fr/appartement/nord-ouest/117644-appartement-de-type-3.html
1270,                                 Investissement LMNP en de tourisme Center...                             ," 5,69 ",                             Verneuil-sur-Avre (Haute-normandie) ,157.000,https://www.labonnepierre.com/fr/r%C3%A9sidence-tourisme/nord-ouest/82318-investissement-lmnp-en-de-tourisme-center-parc.html
1271,"                                 Investissement LMNP en résidence de tourisme,...                             "," 5,68 ",                             Branville (Basse-normandie) ,178.000,https://www.labonnepierre.com/fr/r%C3%A9sidence-tourisme/nord-ouest/84392-investissement-lmnp-en-residence-de-tourisme-maison.html
1272,                                 très bel immeuble de rapport centre ville                             ," 5,68 ",                             Arles (Provence-alpes-cote d'azur) ,764.400,https://www.labonnepierre.com/fr/immeuble/nord-ouest/97109-tres-bel-immeuble-de-rapport-centre-ville.html
1273,                                 Grand corps de bâtiment                             ," 5,68 ",                             La Chaussée-Saint-Victor (Centre) ,264.000,https://www.labonnepierre.com/fr/maison/nord-ouest/109876-grand-corps-de-batiment.html
1274,                                 Grand corps de bâtiment                             ," 5,68 ",                             La Chaussée-Saint-Victor (Centre) ,264.000,https://www.labonnepierre.com/fr/immeuble/nord-ouest/112764-grand-corps-de-batiment.html
1275,                                 Ensemble immobilier : local commercial loué...                             ," 5,68 ",                             Rouvroy (Nord-pas-de-calais) ,150.000,https://www.labonnepierre.com/fr/maison/nord-ouest/82075-ensemble-immobilier-local-commercial-loue-et-une-maison.html
1276,"                                 Centre Ville, apt T3 avec balcon                             "," 5,68 ",                             LE HAVRE (Haute-normandie) ,122.000,https://www.labonnepierre.com/fr/appartement/ndf/72256-centre-ville-apt-t3-avec-balcon.html
1277,                                 Résidence avec services para-hôteliers                             ," 5,67 ",                             Gaillard (Rhone-alpes) ,65.146,https://www.labonnepierre.com/fr/r%C3%A9sidence-service/nord-ouest/123013-residence-avec-services-para-hoteliers.html
1278,                                 STUDIO                             ," 5,67 ",                             Paris 18eme arrondissement (Ile-de-france) ,110.000,https://www.labonnepierre.com/fr/appartement/nord-ouest/120327-studio.html
1279,                                 Résidence avec piscine intérieure chauffée...                             ," 5,67 ",                             Roz-sur-Couesnon (Bretagne) ,63.938,https://www.labonnepierre.com/fr/r%C3%A9sidence-tourisme/nord-ouest/123062-residence-avec-piscine-interieure-chauffee-et-services-para-hoteliers.html
1280,                                 Jolie maison entièrement meublée et équip...                             ," 5,67 ",                             Azay-le-Rideau (Centre) ,77.315,https://www.labonnepierre.com/fr/r%C3%A9sidence-tourisme/nord-ouest/95402-jolie-maison-entierement-meublee-et-equipee.html
1281,"                                 Immeuble de rapport,                             "," 5,66 ",                             MOLLEGES (Provence-alpes-cote d'azur) ,254.400,https://www.labonnepierre.com/fr/immeuble/nord-ouest/123083-immeuble-de-rapport.html
1282,"                                 Situé à BISCHHEIM, 2 pièces                             "," 5,66 ",                             Bischheim (Alsace) ,97.520,https://www.labonnepierre.com/fr/appartement/nord-ouest/81344-situe-a-bischheim-2-pieces.html
1283,                                 A moins de 5 min à pied de la Gare de Sai...                             ," 5,66 ",                             Saint-Denis (Ile-de-france) ,243.900,https://www.labonnepierre.com/fr/appartement/nord-ouest/121263-a-moins-de-5-min-a-pied-de-la-gare-de-saint-denis.html
1284,"                                 Centre ville, apt T2 avec balcon, à 10 min...                             "," 5,65 ",                             LE HAVRE (Haute-normandie) ,96.000,https://www.labonnepierre.com/fr/appartement/ndf/72257-centre-ville-apt-t2-avec-balcon-a-10-min-de-la-mer.html
1285,                                 EXCLUSIVITE - Deux appartements de type 3                             ," 5,65 ",                             charleville mezieres (Champagne-ardenne) ,153.000,https://www.labonnepierre.com/fr/appartement/nord-ouest/117513-exclusivite-deux-appartements-de-type-3.html
1286,                                 Maison à Proximité de la plage louée                             ," 5,65 ",                             Bleriot (Nord-pas-de-calais) ,136.000,https://www.labonnepierre.com/fr/maison/nord-ouest/78232-maison-a-proximite-de-la-plage-louee.html
1287,                                 Immeuble locatif totalement remis à neuf en...                             ," 5,65 ",                             LA TRONCHE (Rhone-alpes) ,710.000,https://www.labonnepierre.com/fr/immeuble/nord-ouest/80210-immeuble-locatif-totalement-remis-a-neuf-en-2011.html
1288,                                 Maison avec locataire                             ," 5,64 ",                             les eglisottes et chalaures (Aquitaine) ,138.240,https://www.labonnepierre.com/fr/maison/nord-ouest/112284-maison-avec-locataire.html
1289,                                 IDEAL INVESTISSEUR !!! maison avec locata...                             ," 5,64 ",                             les eglisottes et chalaures (Aquitaine) ,138.240,https://www.labonnepierre.com/fr/maison/nord-ouest/103349-ideal-investisseur-maison-avec-locataire.html
1290,                                 Investissement en résidence de tourisme                             ," 5,64 ",                             Castellare-di-Casinca (Corse) ,104.290,https://www.labonnepierre.com/fr/r%C3%A9sidence-tourisme/nord-ouest/100602-investissement-en-residence-de-tourisme.html
1291,                                 Maison individuelle                             ," 5,64 ",                             Roanne (Rhone-alpes) ,149.000,https://www.labonnepierre.com/fr/maison/nord-ouest/118286-maison-individuelle.html
1292,                                 Vente Studio Lille                             ," 5,64 ",                             Lille (Nord-pas-de-calais) ,74.500,https://www.labonnepierre.com/fr/appartement/nord-ouest/117781-vente-studio-lille.html
1293,                                 Vente Studio Lille                             ," 5,64 ",                             Lille (Nord-pas-de-calais) ,74.500,https://www.labonnepierre.com/fr/appartement/nord-ouest/122255-vente-studio-lille.html
1294,                                 Studio meublé : situation et  rentabilité                             ," 5,64 ",                             Courbevoie (Ile-de-france) ,148.000,https://www.labonnepierre.com/fr/appartement/nord-ouest/99776-studio-meuble-situation-et-rentabilite.html
1295,                                 Vente immeuble 5 lots                             ," 5,63 ",                             Marseille 1er Arrondissement (Provence-alpes-cote d'azur) ,750.000,https://www.labonnepierre.com/fr/immeuble/nord-ouest/117598-vente-immeuble-5-lots.html
1296,                                 Ribaute les Tavernes. Petite maison                             ," 5,63 ",                             ribaute les tavernes (Languedoc-roussillon) ,65.000,https://www.labonnepierre.com/fr/appartement/nord-ouest/121874-ribaute-les-tavernes-petite-maison.html
1297,                                 Très agréable appartement vendu                             ," 5,63 ",                             bordeaux (Aquitaine) ,159.900,https://www.labonnepierre.com/fr/appartement/nord-ouest/121988-tres-agreable-appartement-vendu.html
1298,                                 T3 Résidence piscine                             ," 5,62 ",                             Rignac (Midi-pyrenees) ,41.859,https://www.labonnepierre.com/fr/r%C3%A9sidence-tourisme/nord-ouest/102837-t3-residence-piscine.html
1299,                                 Bel appartement T2                             ," 5,61 ",                             rochefort (Poitou-charentes) ,93.000,https://www.labonnepierre.com/fr/appartement/nord-ouest/116807-bel-appartement-t2.html
1300,                                 -Investissement LMNP en résidence affaire...                             ," 5,61 ",                             Antibes (Provence-alpes-cote d'azur) ,92.600,https://www.labonnepierre.com/fr/r%C3%A9sidence-service/nord-ouest/82312-investissement-lmnp-en-residence-affaires.html
1301,                                 Appartement T3                             ," 5,61 ",                             etampes (Ile-de-france) ,123.000,https://www.labonnepierre.com/fr/appartement/nord-ouest/80662-appartement-t3.html
1302,                                 Investissement LMNP en résidence étudiant...                             ," 5,61 ",                             Montpellier (Languedoc-roussillon) ,62.250,https://www.labonnepierre.com/fr/r%C3%A9sidence-%C3%A9tudiante/nord-ouest/98256-investissement-lmnp-en-residence-etudiante.html
1303,"                                 bel appartement, bon rendement locatif                             "," 5,61 ",                             Mittelhausbergen (Alsace) ,144.500,https://www.labonnepierre.com/fr/appartement/nord-ouest/84651-bel-appartement-bon-rendement-locatif.html
1304,                                 Maison - Terrasse - Jardin -                             ," 5,60 ",                             Tonnay-Charente (Poitou-charentes) ,143.775,https://www.labonnepierre.com/fr/maison/nord-ouest/82797-maison-terrasse-jardin.html
1305,                                 Immeuble complètement rénové partiellement...                             ," 5,60 ",                             Calais (Nord-pas-de-calais) ,180.000,https://www.labonnepierre.com/fr/immeuble/nord-ouest/122541-immeuble-completement-renove-partiellement-loue.html
1306,                                 MONTPELLIER - HOPITAUX FACULTE                             ," 5,60 ",                             montpellier (Languedoc-roussillon) ,149.000,https://www.labonnepierre.com/fr/appartement/nord-ouest/120435-montpellier-hopitaux-faculte.html
1307,                                 Maison avec balcon et terrasse                             ," 5,60 ",                             Branville (Basse-normandie) ,80.400,https://www.labonnepierre.com/fr/r%C3%A9sidence-tourisme/nord-ouest/77654-maison-avec-balcon-et-terrasse.html
1308,                                 Studio étudiant statut LMNP                             ," 5,59 ",                             BRON (Rhone-alpes) ,68.000,https://www.labonnepierre.com/fr/studio/ndf/122329-studio-etudiant-statut-lmnp.html
1309,                                 La Seyne-sur-Mer -                             ," 5,59 ",                             la seyne sur mer (Provence-alpes-cote d'azur) ,159.900,https://www.labonnepierre.com/fr/appartement/nord-ouest/123379-la-seyne-sur-mer.html
1310,                                 Confortable appartement T1bis                             ," 5,59 ",                             balma (Midi-pyrenees) ,96.000,https://www.labonnepierre.com/fr/appartement/nord-ouest/80526-confortable-appartement-t1bis.html
1311,                                 TYPE T3 BATIMENT 2   ETAGE RDC                             ," 5,59 ",                             COLOMIERS (Midi-pyrenees) ,151.200,https://www.labonnepierre.com/fr/appartement/ndf/98513-type-t3-batiment-2-etage-rdc.html
1312,                                 Les atouts majeurs de l’investissement                             ," 5,58 ",                             Marcy-l'Étoile (Rhone-alpes) ,89.828,https://www.labonnepierre.com/fr/r%C3%A9sidence-service/nord-ouest/122986-les-atouts-majeurs-de-l-investissement.html
1313,                                 Bâtiment à usage d'atelier ou d'habitatio...                             ," 5,58 ",                             la chapelle en serval (Picardie) ,258.000,https://www.labonnepierre.com/fr/maison/nord-ouest/116411-batiment-a-usage-d-atelier-ou-d-habitation.html
1314,                                 T2 50 m2 résidence 2008                             ," 5,58 ",                             LA SEYNE SUR MER (Provence-alpes-cote d'azur) ,129.000,https://www.labonnepierre.com/fr/appartement/ndf/109316-t2-50-m2-residence-2008.html
1315,                                 Immeuble de 3 appartements dont 1 loué                             ," 5,58 ",                             Ault (Picardie) ,85.000,https://www.labonnepierre.com/fr/immeuble/nord-ouest/99517-immeuble-de-3-appartements-dont-1-loue.html
1316,                                 Immeuble de rapport SAINT MICHEL                             ," 5,57 ",                             LE HAVRE (Haute-normandie) ,252.000,https://www.labonnepierre.com/fr/immeuble/ndf/87247-immeuble-de-rapport-saint-michel.html
1317,                                 SPECIAL INVESTISSEUR EHPAD                             ," 5,57 ",                             Argenteuil (Ile-de-france) ,146.391,https://www.labonnepierre.com/fr/r%C3%A9sidence-s%C3%A9nior/nord-ouest/118224-special-investisseur-ehpad.html
1318,                                 La Grande-Motte - Appartement T2 TERRASSE                             ," 5,56 ",                             La Grande-Motte (Languedoc-roussillon) ,108.000,https://www.labonnepierre.com/fr/appartement/nord-ouest/80153-la-grande-motte-appartement-t2-terrasse.html
1319,                                 Station balnéaire LACANAU (33) immeuble                             ," 5,55 ",                             LACANAU (Aquitaine) ,1.030.000,https://www.labonnepierre.com/fr/immeuble/ndf/100593-station-balneaire-lacanau-33-immeuble.html
1320,"                                 Studio-4 personnes au 1er étage, entièrement...                             "," 5,54 ",                             Grospierres (Rhone-alpes) ,26.619,https://www.labonnepierre.com/fr/r%C3%A9sidence-tourisme/nord-ouest/115265-studio-4-personnes-au-1er-etage-entierement-meuble.html
1321,                                 T4 en plein centre ville                             ," 5,54 ",                             cholet (Pays de la loire) ,135.850,https://www.labonnepierre.com/fr/appartement/nord-ouest/101972-t4-en-plein-centre-ville.html
1322,                                 Bel appartement de type studio                             ," 5,54 ",                             ajaccio () ,130.000,https://www.labonnepierre.com/fr/appartement/nord-ouest/120381-bel-appartement-de-type-studio.html
1323,"                                 T1 meublé, proche de Lyon 2 et Université...                             "," 5,54 ",                             Lyon 7eme arrondissement (Rhone-alpes) ,130.000,https://www.labonnepierre.com/fr/appartement/nord-ouest/87370-t1-meuble-proche-de-lyon-2-et-universite-de-medecine.html
1324,"                                 Sur la commune de Frouzins,                             "," 5,54 ",                             Frouzins (Midi-pyrenees) ,127.200,https://www.labonnepierre.com/fr/appartement/nord-ouest/120343-sur-la-commune-de-frouzins.html
1325,                                 T2 avec balcon                             ," 5,54 ",                             Auterive (Midi-pyrenees) ,76.500,https://www.labonnepierre.com/fr/appartement/nord-ouest/117630-t2-avec-balcon.html
1326,"                                 -Investissement LMNP, loyer prévu par bail...                             "," 5,53 ",                             Châteauneuf-sur-Sarthe (Pays de la loire) ,28.000,https://www.labonnepierre.com/fr/r%C3%A9sidence-s%C3%A9nior/nord-ouest/82315-investissement-lmnp-loyer-prevu-par-bail-commercial.html
1327,                                 T2                             ," 5,52 ",                             Strasbourg (Alsace) ,93.500,https://www.labonnepierre.com/fr/appartement/nord-ouest/86835-t2.html
1328,                                 Zone artisanale : habitation + hangar et...                             ," 5,51 ",                             Miramas (Provence-alpes-cote d'azur) ,370.000,https://www.labonnepierre.com/fr/bureau/nord-ouest/107945-zone-artisanale-habitation-hangar-et-bureaux.html
1329,                                 Appartement de 2 pièces HYPER CENTRE                             ," 5,51 ",                             Brunoy (Ile-de-france) ,185.000,https://www.labonnepierre.com/fr/appartement/nord-ouest/86363-appartement-de-2-pieces-hyper-centre.html
1330,                                 Appartement T4                             ," 5,51 ",                             montpellier (Languedoc-roussillon) ,172.000,https://www.labonnepierre.com/fr/appartement/nord-ouest/101182-appartement-t4.html
1331,                                 Investissement LMNP en résidence EHPAD                             ," 5,51 ",                             Bourg-et-Comin (Picardie) ,88.000,https://www.labonnepierre.com/fr/r%C3%A9sidence-s%C3%A9nior/nord-ouest/81680-investissement-lmnp-en-residence-ehpad.html
